shap_tenure,shap_monthlycharges,shap_totalcharges,shap_seniorcitizen,shap_partner,shap_dependents,shap_phoneservice,shap_paperlessbilling,shap_gender_encoded,shap_contract_encoded,shap_internetservice_encoded,shap_paymentmethod_encoded,shap_total_value,shap_is_high_value,shap_avg_monthly_total,customerid,churn_probability,predicted_churn,actual_churn,top_churn_reason
-0.5973388,1.498108,0.06695189,0.08038241,0.053418268,0.08352046,-0.16086063,-0.022137761,-0.2649214,0.69840616,-0.042760413,0.0049900403,0.2872989,-0.0011287709,0.2580724,0280-XJGEX,0.87246203,1,1,monthlycharges
0.3314802,1.5412918,-0.09301524,0.06553602,0.09155787,0.10931298,-0.18366869,-0.015820704,-0.45985514,0.7056264,-0.02052602,0.1996688,0.825654,-0.0011287709,-0.06507152,5129-JLPIS,0.9531109,1,0,monthlycharges
-0.19456078,0.32417783,0.00032519412,0.037299026,-0.23138517,-0.6956168,-0.062645875,0.2774396,0.121819526,-2.4770339,-0.033955317,-0.60722476,0.10883197,-0.0005779126,-0.27589762,3655-SNQYZ,0.023474148,0,0,monthlycharges
-0.5640035,-2.7361822,-0.3995397,0.028215842,0.16134588,0.083195254,-0.46236303,0.3592157,0.2507141,-1.5941178,1.1250118,-0.023670737,0.06811751,-0.03610515,-1.2294657,8191-XWSZG,0.006768209,0,0,internetservice_encoded
-1.5963318,1.437484,0.38942623,0.016807966,0.026348852,-0.5211849,-0.07893555,0.17370194,-0.067071505,-2.2667785,-0.025105894,-0.015836336,0.2954484,-0.0005779126,-0.6897249,9959-WOFKT,0.050143298,0,0,monthlycharges
-0.13604012,-0.06990598,-0.8170468,0.038353793,-0.3371482,-0.35971802,-0.20347911,0.0109251905,0.13503881,0.66856784,-0.12534213,-0.5522472,0.12415728,0.00031178037,-0.6388197,4190-MFLUW,0.092667736,0,1,contract_encoded
-0.19605674,0.49205148,-0.20712413,0.13965732,0.21588898,0.13603827,-0.1961789,-0.017311748,0.24879517,1.0285418,-0.024330366,0.3178944,0.008991143,-0.0011287709,-0.066376604,4183-MYFRB,0.86532664,1,0,contract_encoded
1.0498357,-0.10558519,1.0158455,0.3862771,0.14722483,0.13207534,1.286738,0.075499445,-0.024134906,0.913205,-0.05778184,0.43177107,-0.33297408,0.00049516826,0.07620079,8779-QRDMV,0.99314296,1,1,phoneservice
0.12230379,-1.3212337,-0.66086817,0.018305046,-0.034611713,0.025796313,-0.37521034,0.10209196,-0.25884032,-1.0416758,0.92129374,0.35097075,0.3703286,0.00031178037,-0.94438,1680-VDCWW,0.060397215,0,0,internetservice_encoded
1.0770439,-1.2315758,0.9461255,-0.025246145,0.10854964,0.09711235,-0.34392917,-0.05329378,-0.22364852,1.0132113,0.7694267,0.004594303,-0.3274796,0.00031178037,-0.031437553,1066-JKSGK,0.85329324,1,1,tenure
-0.7480335,-0.31121716,-0.61474895,-0.034825336,-0.28444016,0.07185139,-0.071366884,-0.06397849,0.13169588,-2.7520075,0.09842544,-0.4290058,0.30992463,-0.0011287709,0.02635806,3638-WEABW,0.009088695,0,0,total_value
-0.33974057,-0.11793327,-0.016170125,-0.010941537,-0.27892444,-0.60791135,-0.23790987,0.08216997,-0.4097093,0.5343124,-0.025020598,-0.66895807,0.17952459,-0.0005779126,-0.40937698,6322-HRPFA,0.0873632,0,0,contract_encoded
-0.99561447,-0.43324053,-0.66183794,0.079509705,0.067296855,0.06931939,-0.2546687,-0.057377025,0.2298073,0.7727065,0.07799088,-0.08788729,-0.2794828,-0.0011287709,-0.5482201,6865-JZNKO,0.114871085,0,0,contract_encoded
-0.9367997,1.2018551,0.0047240257,-0.013584825,-0.14570405,-0.7924578,-0.17020848,-0.009045093,-0.21719846,0.7030747,0.040234637,0.24598724,0.106212705,-0.0011287709,0.10901024,6467-CHFZW,0.52644426,1,1,monthlycharges
0.8391655,-0.37814197,0.7689448,-0.022967514,-0.26757562,-0.67703897,0.8268756,-0.05678099,0.106693454,0.8338465,-0.12916036,0.27668208,-0.018754667,0.00031178037,-0.83954036,8665-UTDHZ,0.77616626,1,1,tenure
-2.0570393,-0.2274327,-0.29209465,-0.0029940617,-0.15071753,-0.010038272,-0.089318074,-0.037797883,-0.27343097,-2.9079297,0.09935917,-0.7385767,0.89786375,-0.0011287709,-0.105409525,5248-YGIJN,0.0026892973,0,0,total_value
-0.051525686,0.08178537,0.1999232,0.022997402,0.16817798,-0.44784385,-0.26728845,0.009738875,0.3566035,0.77244085,-0.038080256,-0.14280528,0.067379504,-0.0011287709,-0.17442971,8773-HHUOZ,0.63107896,1,1,contract_encoded
-1.7333931,1.3657151,-0.33816084,-0.26624498,-0.18008617,0.072808884,-0.059049506,0.0023480628,0.117916666,-2.3728347,-0.027202275,-0.4705303,0.10128853,-0.0011287709,-0.13275531,3841-NFECX,0.01906963,0,0,monthlycharges
0.7038133,0.54112154,-0.41133368,-0.25793916,-0.34808093,0.05960062,-0.12583278,-0.014515573,-0.44518143,0.6825103,0.075071014,-1.0500023,0.1829547,0.00049516826,-0.1164394,4929-XIHVW,0.36752373,0,0,tenure
-0.8478521,-0.47639948,-0.52901894,0.06163828,-0.23661655,-0.42280543,-0.17200178,-0.18050644,0.18053932,-1.1893816,-0.07782688,-0.09169408,-0.19062608,-0.0005779126,-0.041413564,6827-IEAUQ,0.0142922895,0,0,gender_encoded
0.80897933,-2.0670137,0.49670744,-0.017272336,0.074400306,-0.0035652276,-0.362941,-0.13200499,-0.27147835,0.8578958,0.78928864,-0.68797225,-0.7161801,0.00031178037,-0.29551187,7310-EGVHZ,0.17574398,0,0,contract_encoded
1.0892583,-0.06979965,0.05286139,-0.18098937,0.0862464,0.059186734,-0.21997525,-0.2802557,-0.37440923,0.8462579,-0.055411838,-0.6223257,-0.19121633,0.00031178037,-0.26449868,3413-BMNZE,0.46409804,0,0,tenure
-2.2631109,0.98638713,0.079212934,-0.00035034446,-0.20994052,-0.36444694,-0.08050427,-0.07413693,0.01627626,-3.342667,-0.0245825,-0.15561298,-0.009081142,-0.0005779126,-0.008710971,6234-RAAPL,0.004189628,0,0,monthlycharges
0.3972125,0.29563558,-0.22889516,0.078839526,0.08657105,0.08421072,-0.27143392,-0.0032407823,-0.46534654,0.8516999,0.06406014,0.3230526,-0.38418773,0.00049516826,-0.26628458,6047-YHPVI,0.6325779,1,1,contract_encoded
-0.63649416,0.48756176,-0.4818679,0.02584219,0.10246045,0.053046405,-0.15767464,-0.10540338,0.2534928,0.80767494,-0.008049066,-1.1266246,-0.13805375,-0.0011287709,-0.2689125,6572-ADKRS,0.22913073,0,0,contract_encoded
-0.9224094,-0.0006476599,-0.4943787,0.036489684,0.023470845,0.11749316,-0.20717098,-0.022012608,-0.39934796,0.6630998,-0.02707784,0.057410028,0.12280528,-0.0011287709,-0.7459928,5380-WJKOV,0.13961473,0,1,contract_encoded
0.22321706,2.2841418,0.45974734,0.04516442,0.02921196,0.15436248,-0.17167415,-0.01391773,0.35324505,0.9681508,0.0044791535,-0.17333232,0.0721754,-0.0011287709,0.14388947,8168-UQWWF,0.98736584,1,1,monthlycharges
-0.092843056,-0.45385996,-0.48160386,0.032242406,-0.07863048,-0.41686565,-0.16849762,-0.22908933,-0.014584061,-1.0505753,-0.08548281,-0.5201492,0.13834904,0.00031178037,-0.5760819,8865-TNMNX,0.017697826,0,0,total_value
-0.7667674,-0.54899544,0.4390531,-0.051407028,-0.20445085,-0.2849564,-0.11571757,0.0326942,-0.07994076,-1.9483405,0.27851105,-0.93003964,-0.31908658,-0.0011287709,0.05845175,9489-DEDVP,0.011416461,0,0,totalcharges
-0.044471487,-1.8109742,0.005018753,0.026605492,-0.18996623,-0.24334079,-0.3034243,-0.1659912,0.12473034,-1.4997653,0.98688155,-0.41114187,0.11475216,0.00031178037,-1.0214791,9867-JCZSP,0.011528335,0,0,internetservice_encoded
-1.1162822,-0.27742225,0.31255004,-0.057990864,0.086251624,0.027616708,-0.08118254,0.030249164,-0.064288564,-3.0099313,0.4430977,-1.0588256,0.029768372,-0.0011287709,-0.21782036,4671-VJLCL,0.006864974,0,0,internetservice_encoded
0.0067585763,0.036248486,-0.081956156,0.09287552,-0.2985289,0.11666567,-0.22315884,-0.013771214,0.13912086,0.8743174,0.010107412,0.16234097,0.056170087,0.045204155,-0.07830111,4080-IIARD,0.6952958,1,0,contract_encoded
-1.2044376,0.8755624,-1.2660693,0.107154675,0.12007481,0.12289009,-0.20197661,-0.08290128,0.19909993,0.9065601,-0.05920566,0.30041412,0.29576254,-0.0011287709,-0.3045652,3714-NTNFO,0.4472319,0,0,contract_encoded
0.74426377,-0.9228108,0.32848617,0.043727823,0.08616357,0.13001934,-0.1974987,-0.1387154,-0.2795269,0.92083627,0.04233907,-0.26325032,-0.091958016,0.00031178037,-0.33769804,5948-UJZLF,0.51139635,1,0,contract_encoded
0.4850102,0.29663888,-0.111655176,0.046698913,0.15594125,0.12833977,-0.16249591,-0.0032033143,0.2770699,1.0309978,0.007562213,0.1161278,-0.34943527,0.00049516826,-0.09919171,7760-OYPDY,0.85812503,1,1,contract_encoded
-0.5897219,-0.39666846,-0.61202997,-0.09368808,0.066803575,-0.0071330112,-0.09661548,-0.15132588,-0.19680634,-3.6711698,0.3025686,-0.73840886,0.1168913,-0.0011287709,-0.4135766,7639-LIAYI,0.0014995249,0,0,internetservice_encoded
-0.99232006,-0.57553136,-0.4686795,-0.030117359,-0.20100649,-0.4789393,-0.14182124,-0.05979193,0.124919906,-2.3649602,0.15560447,-0.49145997,0.1078652,-0.0011287709,-0.6254399,2954-PIBKO,0.0023245479,0,0,internetservice_encoded
-0.9125799,0.13194011,-1.3322896,-0.50437325,0.120116934,0.12683447,-0.18605883,-0.064924106,0.16416717,0.8693487,-0.041780088,0.20341092,0.41839927,-0.0011287709,0.064712316,8012-SOUDQ,0.27621794,0,0,contract_encoded
0.011163832,1.6596886,-0.32516512,0.05121031,0.007857035,0.13296308,-0.15624845,-0.00672387,0.4523819,0.843857,-0.012538889,-1.1039383,0.22900137,-0.0011287709,-0.119983084,9420-LOJKX,0.8379834,1,1,monthlycharges
-0.6178533,-0.2578719,-0.7387906,-0.38392928,-0.3873479,0.0638274,-0.25569493,-0.01405103,0.15294264,0.64046395,-0.113248624,-1.5516405,-0.39108965,-0.0011287709,-0.2592186,6575-SUVOI,0.015770352,0,0,contract_encoded
0.5166367,0.7283169,-0.05830033,-0.34365058,-0.12531805,0.054424252,-0.10053065,-0.12200289,0.19903646,0.9094791,0.061986003,-0.5678053,0.5949576,0.00049516826,-0.24765049,7495-OOKFY,0.8147202,1,1,contract_encoded
-0.9718868,0.26354402,0.09403634,0.004742818,-0.17733239,-0.41145495,-0.17491078,-0.051817566,0.16139796,-0.73131835,0.32479504,-0.27116343,0.14160103,-0.0011287709,0.025542866,4667-QONEA,0.14252816,0,0,internetservice_encoded
-0.17791602,0.711317,-0.47776598,-0.20085837,0.26849157,0.10376413,-0.1866205,-0.014969398,-0.26721698,0.7829498,-0.009338913,0.39226496,0.35870826,-0.0011287709,-0.16250113,1658-BYGOY,0.7502757,1,1,contract_encoded
-1.206309,1.1032261,0.17054649,0.08782209,-0.2510126,-0.59722036,-0.08342445,0.04399641,0.17633095,-0.94787973,-0.01900504,-0.8558012,0.18216798,-0.0011287709,0.25095138,8769-KKTPH,0.12283704,0,0,monthlycharges
-0.81854725,-0.070859715,-0.32811493,-0.12492883,-0.35735556,-0.8908914,-0.14517005,-0.14853328,-0.042912778,-0.8469737,-0.022322692,0.14951746,0.27874005,-0.0011287709,-0.11428544,5067-XJQFU,0.029230887,0,0,total_value
-1.1272273,-1.3891995,0.11144118,-0.012074739,-0.24689485,-0.41442275,-0.21469171,-0.115009226,0.12015694,-2.4822059,1.1100289,-0.1812295,0.1103213,0.00031178037,-1.0065782,3957-SQXML,0.0031526035,0,0,internetservice_encoded
-2.9582932,0.18029346,0.7403378,0.025781112,0.03632207,0.08964835,-0.0794396,-0.083348304,-0.105705716,-2.4066982,-0.036312442,-0.7354999,-0.038005482,-0.0011287709,0.026886718,5954-BDFSG,0.0046591177,0,0,totalcharges
-1.0691365,0.8301002,0.008533567,0.04219505,-0.40688068,0.102055326,-0.18457742,-0.022178123,0.15407716,0.81810135,-0.062980585,0.21646124,-0.11913813,-0.0011287709,-0.14877844,0434-CSFON,0.5343531,1,0,monthlycharges
-1.3272934,0.3114095,0.10151346,0.17396033,0.09555694,0.12300381,-0.12886281,-0.038540505,-0.5220114,0.74827325,-0.08427343,-0.31482857,0.19386473,-0.0011287709,-0.09262462,1215-FIGMP,0.3140876,0,0,contract_encoded
-2.0655591,0.001594355,-0.91570204,0.02096453,0.045435976,0.15219377,0.6500556,0.16713576,-0.11240009,-2.8893692,0.07078796,-0.6746016,0.09741932,-0.0005779126,-1.0609272,0526-SXDJP,0.001453033,0,0,phoneservice
-0.28314146,0.1546424,-0.10193652,0.01986695,-0.19365765,-0.1634468,-0.08801768,0.09476521,0.027832652,-0.69780505,-0.022998372,-0.41479948,-0.16200344,0.045204155,-0.119981065,0557-ASKVU,0.12735252,0,0,monthlycharges
0.25098747,0.77149135,-0.11001666,0.06972684,0.09418003,0.21002549,-0.22032353,-0.0151255345,0.2750588,0.9666093,-0.0038443976,0.1747962,0.27057657,0.00031178037,0.20335463,5698-BQJOH,0.94876367,1,1,contract_encoded
0.5767932,-0.033387434,-0.29506934,0.065257534,0.09614359,0.12167938,-0.18312214,-0.12478873,0.35125145,1.0205897,0.06417237,0.3124394,-0.32092363,0.00049516826,0.0073394217,5122-CYFXA,0.83750415,1,0,contract_encoded
-0.74322474,0.3308871,-0.20770532,0.038170498,-0.11943259,0.058869958,-0.2516157,-0.050668336,-0.10435485,-1.3217559,-0.08078143,0.45101485,0.0489593,-0.0011287709,0.07086041,8627-ZYGSZ,0.12999517,0,0,paymentmethod_encoded
-0.09901394,-0.5690043,-0.35494545,0.0023933311,0.1954056,0.06543101,-0.11650745,0.03186187,0.14770396,-4.3383327,0.13125554,0.048520558,0.3126491,-0.0005779126,-0.0019431596,3410-YOQBQ,0.010310801,0,0,total_value
-0.74211335,-1.8460604,-0.44214147,-0.0040953574,-0.10608496,-0.28823054,-0.2792141,0.023027882,0.07898014,-2.4673212,0.9740067,0.08467185,-0.29074138,-0.0005779126,-0.9693266,3170-NMYVV,0.0018433663,0,0,internetservice_encoded
-0.16275565,0.70469224,-0.75324726,-0.0026478507,0.008193391,0.15606673,-0.2507636,-0.0055534006,-0.4484628,0.9054614,-0.08648883,0.026004715,-0.47218728,0.00049516826,-0.30803746,7410-OIEDU,0.3299686,0,0,contract_encoded
1.01772,-0.7631143,-0.12527426,0.02176055,0.08551632,0.09207194,-0.26269233,-0.2543851,-0.2849853,0.9280604,-0.023764744,-0.10381263,-0.18542244,0.00031178037,-0.374878,2273-QCKXA,0.437335,0,0,tenure
-0.8874149,-2.8373923,-0.07641487,0.009486916,-0.28878513,-0.29002628,-0.4026936,-0.23166232,-0.124816604,-1.2939184,1.0735618,0.14242835,0.011518634,-0.0011287709,-0.8585818,0731-EBJQB,0.0022945188,0,0,internetservice_encoded
-1.1883473,0.022100579,-0.40544608,-0.01948016,-0.24329823,-0.30909243,-0.07264739,-0.12805307,0.012019706,-1.4878044,-0.05298767,-0.073923685,0.18523529,-0.0011287709,-0.64977884,1891-QRQSA,0.011754112,0,0,total_value
-1.4028405,-1.5105447,-0.38668683,0.004309682,-0.086424895,-0.22410771,-0.21150143,-0.04675027,-0.060851965,-2.886888,1.156773,-0.16726148,0.48235005,-0.0011287709,-0.40667173,8028-PNXHQ,0.003118367,0,0,internetservice_encoded
0.6025551,-0.68707174,-0.16580947,0.054281358,0.08816279,-0.5175286,-0.17390175,-0.024056435,0.20954153,0.75718164,-0.023975994,0.021100948,0.09062606,0.00049516826,-0.40129718,5630-AHZIL,0.45294157,0,0,contract_encoded
-0.8832816,0.45987225,-0.38355637,-0.526139,0.18005645,0.15558265,-0.13183369,0.18526079,0.13052937,-0.8102038,-0.070299156,0.23118645,0.36632654,-0.0005779126,-0.6478442,2673-CXQEU,0.14628798,0,0,monthlycharges
-0.20298997,0.21696267,-0.36181495,-0.0042108335,0.11872667,0.07093529,-0.11320512,0.22903761,0.032223698,-1.1489047,0.11510654,-0.60398823,0.4060286,-0.0005779126,-0.16913071,6416-JNVRK,0.19233671,0,0,total_value
-0.042685166,-0.11157334,-0.36231095,0.050964694,-0.30624107,-0.53055954,-0.27527463,0.0104015935,0.23244196,0.7564193,-0.14306757,-0.09531067,-0.55255425,0.00031178037,-0.79194784,5590-ZSKRV,0.10155342,0,0,contract_encoded
-0.7139025,0.066915914,-0.6934782,-0.2576161,0.08447695,0.11612064,-0.25937873,-0.020691223,-0.32897675,0.81684023,-0.021139689,0.356864,0.48498085,-0.0011287709,-0.36284408,0191-ZHSKZ,0.32037398,0,0,contract_encoded
-0.56654173,-1.1494188,-0.47992224,0.013472277,-0.42044863,-0.26377362,-0.3301845,-0.15884453,0.024992092,-0.61652637,1.3854845,-0.2690271,-0.30979687,-0.0011287709,-0.39641833,3887-PBQAO,0.027728355,0,0,internetservice_encoded
0.98352253,0.71885884,0.85117954,0.023012117,0.07140423,-0.785893,-0.15835665,0.0040106275,0.20506474,0.998209,0.16550294,0.2675807,-0.16550547,0.00049516826,0.36462304,5919-TMRGD,0.97137994,1,1,contract_encoded
-0.18042968,-0.31948447,-0.634171,0.05692374,-0.3915337,-1.0540138,0.7259314,0.049064863,0.036018677,0.7087456,-0.1579802,0.37180838,0.18190928,0.00031178037,-0.3322873,8108-UXRQN,0.27722204,0,0,phoneservice
0.4296538,0.11362952,-0.17895512,0.0638933,-0.23082176,0.11199219,-0.20627363,-0.012564298,0.32141063,1.0034285,0.1568681,-0.09509069,0.013228456,0.00049516826,-0.220181,9191-MYQKX,0.7775796,1,1,contract_encoded
-0.58552337,1.2231598,-0.48131388,0.09284787,-0.0037382387,0.12738667,-0.16065057,-0.08740957,0.1637171,0.8176032,-0.0399705,-0.49239182,0.18400139,-0.0011287709,-0.35098845,9919-YLNNG,0.59544104,1,0,monthlycharges
-0.6136779,-2.0157702,-0.54187185,0.0056107524,-0.3184582,0.0191121,-0.3210228,-0.09402299,0.12601352,-2.597767,0.98536843,0.105126366,0.043698553,0.045204155,-0.42186096,0318-ZOPWS,0.0036353285,0,0,internetservice_encoded
0.34418318,1.9883472,0.1460816,-0.0012711054,-0.0034646585,0.19563855,-0.19203016,-0.00736363,-0.49931213,0.80039376,0.008117719,-0.8568736,0.41441718,0.00049516826,0.16392685,4445-ZJNMU,0.92288375,1,0,monthlycharges
-0.5989413,-0.13436185,-0.18933357,0.042623956,-0.33369413,0.040623214,-0.17961125,0.031203168,0.17375778,-1.2359974,0.053507198,-0.14265111,0.40607205,-0.0011287709,-0.3730415,4808-YNLEU,0.07870524,0,0,total_value
-0.3718228,-2.1985304,0.30697972,-0.0015314012,-0.25457585,-0.2581396,-0.34010652,0.078350164,0.03480693,-2.5536656,1.016331,0.12167993,-0.048181605,0.00046157354,-0.51191986,1862-QRWPE,0.006699762,0,0,internetservice_encoded
-0.7130724,-2.1683598,-0.7976696,-0.0049935225,-0.18712786,-0.25972256,-0.29777727,-0.0086639775,0.092702374,-2.421928,0.96044475,-0.12873967,0.41807443,0.00049516826,-0.5247711,2796-NNUFI,0.0023284901,0,0,internetservice_encoded
-0.5932667,-0.7614515,-0.4525932,0.0321058,-0.13447182,0.15148866,0.9051475,0.0020745932,-0.3740046,0.83027995,-0.07024832,-0.16392614,-0.28833485,0.02883685,-0.46593595,3016-KSVCP,0.20207171,0,0,phoneservice
-0.544511,0.66368216,-0.29738814,0.054196138,-0.16540779,-0.72202283,-0.1406094,0.03483188,-0.3992966,0.68761015,0.07124687,-0.32539222,0.22612655,-0.0005779126,-0.13171248,4767-HZZHQ,0.2673086,0,0,contract_encoded
1.0083631,0.42121813,0.030644419,-0.2235454,0.07087728,0.10072419,-0.20510286,-0.38046834,-0.27279806,1.0372438,0.19301844,0.25610244,-0.4127326,0.00031178037,-0.61829597,2424-WVHPL,0.7283891,1,0,contract_encoded
-0.77608764,-0.47720334,-0.08259176,-0.023357002,-0.11967139,-0.43844828,-0.079237975,0.038596693,-0.07119804,-3.3064876,0.2878984,-0.12875116,0.16754277,-0.0011287709,-0.54495925,7233-PAHHL,0.0037802355,0,0,internetservice_encoded
-1.203743,-0.4974756,-0.7155125,0.06040179,0.31714472,0.11437247,-0.120741814,-0.15002432,0.06333332,0.5032893,-0.04517604,-0.95636976,-0.30195224,-0.0011287709,-0.32278225,6067-NGCEU,0.03642272,0,0,contract_encoded
-2.642355,1.2987895,0.49681026,-0.0036324125,-0.104596615,0.022224579,-0.08830503,0.015027258,-0.14636019,-3.5847518,-0.032802097,-0.26197565,0.5664744,-0.0011287709,-0.42562428,9848-JQJTX,0.007309058,0,0,monthlycharges
-0.1900645,0.41799644,-0.4673438,0.06689669,0.06803957,0.13530895,-0.19161266,-0.014279796,0.22779101,0.9646951,0.0017966783,0.2541891,0.21055548,0.00049516826,-0.037264578,8637-XJIVR,0.80660564,1,1,contract_encoded
-2.6891217,-0.566843,0.18556227,-0.042432252,-0.1739372,-0.23990965,-0.20720182,-0.047331896,-0.20313272,-0.66821384,0.087552145,-0.73242325,-0.24779843,-0.0011287709,-0.46519935,9803-FTJCG,0.002398153,0,0,totalcharges
0.16537507,-1.9761931,-0.016229734,0.0126201855,0.07416576,0.12838033,-0.47608984,0.023714887,-0.4737653,0.7469128,0.94860566,-0.2777407,0.24151334,0.00031178037,-0.2457852,0278-YXOOG,0.24171503,0,1,internetservice_encoded
-0.43981656,-1.6773609,0.43280157,-0.029119253,0.14942566,0.03530166,-0.3292737,0.19264437,-0.027780809,-2.484,1.2383318,-0.07835604,0.34081358,-0.0005779126,-0.55022997,3212-KXOCR,0.037460312,0,0,internetservice_encoded
0.09611068,1.7800401,-0.2764682,-0.3355148,-0.24159358,0.09179387,-0.19667967,-0.011527818,0.18359134,0.8462878,-0.020752871,0.18859293,0.6621342,-0.0011287709,-0.11999835,4598-XLKNJ,0.93250304,1,1,monthlycharges
1.0506357,-1.9793776,0.69493526,-0.025246145,0.102527015,0.09711235,-0.34834114,-0.14162274,-0.29526114,1.0132113,0.81726336,0.016951665,-0.33307463,0.00031178037,-0.32505262,6380-ARCEH,0.5807554,1,0,tenure
0.8791289,-1.6292584,0.34461406,-0.018579392,-0.13636614,-0.43940032,-0.34237942,0.0121495705,0.269754,0.91172683,0.7023521,0.30329585,-0.022926057,0.00031178037,-0.20618027,3679-XASPY,0.647746,1,0,contract_encoded
-0.46597075,0.9179479,-0.40223834,0.10128361,0.14309454,0.101478934,-0.11201884,-0.38589022,-0.28287464,-1.1901135,-0.058571164,-0.15987839,-0.22683026,-0.0005779126,-0.027537007,7123-WQUHX,0.112266935,0,0,monthlycharges
-1.1827043,-0.027654422,-0.4080681,-0.16656756,0.019331785,0.17335707,0.6900673,0.14376095,0.10834512,-1.0028923,0.00534724,-0.63851285,-0.040282253,-0.0005779126,-1.1201003,5386-THSLQ,0.03028802,0,0,phoneservice
0.49810982,1.2039387,1.4048545,0.086398326,-0.2044395,0.12744235,-0.081966706,-0.120026916,-0.112997524,-1.821835,-0.038111806,0.019513216,0.78148013,-0.0011287709,0.025119673,3192-NQECA,0.8516062,1,1,totalcharges
0.18358637,-1.4536185,0.06780199,0.0033282207,0.061806776,0.16464381,0.24386917,-0.18520142,-0.41332808,0.86163956,-0.018950433,-0.19633059,-0.8236053,0.00031178037,-0.4825197,6180-YBIQI,0.11860965,0,0,contract_encoded
-2.821612,0.9660888,0.021124031,0.0747774,-0.16101852,-0.663162,-0.17485398,0.0010717514,0.0045406804,-1.8043175,-0.01734318,0.3816878,0.7450627,-0.0011287709,-0.17178074,6728-DKUCO,0.025581796,0,0,monthlycharges
-0.45292947,-0.82769716,-0.8486782,0.030561723,0.042508688,0.08766977,0.33396193,-0.08913297,0.16380174,-1.45418,-0.050679076,-0.0529255,-0.25832272,0.00046157354,-0.4782236,9750-BOOHV,0.02037421,0,0,phoneservice
